Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,Real Address,BBL,X coordinate,y coordinate
1411925,CHELSEA MARKET,75 9TH AVE,,MANHATTAN,New York,,,,
1511507,VACANT - PHASE II,75 ECKFORD ST,,BROOKLYN,Kings,,,,
1600745,WESTERN SIDEWALK,7507 31ST AVE,,JACKSON HEIGHTS,Queens,,,,
1710247,SOIL GROUND WATER,75-09 NORTHERN BLVD AND 75-19 NORTHERN BLVD,,JACKSON HEIGHTS,Queens,,,,
1707038,RESIDENTIAL,7516 68TH AVE,,MIDDLE VILLAGE,Queens,,,,
9011309,RED HOOK EAST -NYCHA,754 HENRY STREET,,NEW YORK CITY,Kings,,,,
9706071,GETTY S/S #8 - GETTY PROPERTIES & MARKETING,75-41 YELLOWSTONE BLVD,,REGO PARK,Queens,,,,
9706071,GETTY S/S #8 - GETTY PROPERTIES & MARKETING,75-41 YELLOWSTONE BLVD,,REGO PARK,Queens,,,,
9706071,GETTY S/S #8 - GETTY PROPERTIES & MARKETING,75-41 YELLOWSTONE BLVD,,REGO PARK,Queens,,,,
330023,GETTY,75-41 YELLOWSTONE BLVD,,REGO PARK,Queens,,,,
1803267,BASEMENT,7559 188 ST,,FLUSHING,Queens,,,,
1107961,NORTH SHORE LI JEWISH HOSP - TTF,75-59 263RD ST,,QUEENS,Queens,,,,
1501141,BUILDING D,75-77 PARK TERRACE WEST,,MANHATTAN,New York,,,,
9703488,ENGINE CO. 229 FDNY -DDC,76 RICHARDSON STREET,,BROOKLYN,Kings,,,,
9811749,WOODHULL EMS HHC,760 BROADWAY,,BROOKLYN,Kings,,,,
9800079,FORMER HESS STATION 32531,766 SOUTHERN BLVD,AKA SPEEDWAY,BRONX,Bronx,,,,
5949,PLAKOS SCRAP METAL PROCES,769 EAST 95TH ST,,BROOKLYN,Kings,,,,
5949,PLAKOS SCRAP METAL PROCES,769 EAST 95TH ST,,BROOKLYN,Kings,,,,
1700036,BP STATION POSSIBLE DEVELOPMENT SITE,7702 FLATLANDS AVE,,BROOKLYN,Kings,,,,
911206,APARTMENT BUILDING TTF,770-774 EAST 225TH STREET,,BRONX,Bronx,,,,
9910476,PARKING LOT/ FORMER GASETERIA,77-11 ROOSEVELT AVE,,JACKSON HEIGHTS,Queens,,,,
1709466,PAVEMENT,772 H WATER ROAD,,BRONX,Bronx,,,,
1006443,APT. BUILDING TTF,77-30 MAIN ST,,QUEENS,Queens,,,,
9705539,FORMER HESS STATION 32502,77-33 QUEENS BLVD,AKA SPEEDWAY #7808,ELMHURST,Queens,,,,
1005059,NORMANS LAKEVILLE SERVICE,77-40 HEWLETT ST,,NEW HYDE PARK,Queens,,,,
1603569,TTF - NYS PSYCHIATRIC CENTER,777 SEAVEIW AVE- TANK #23,SOUTH BEACH HOSPITAL TANK #23,STATEN ISLAND,Richmond,,,,
1603520,TTF - NYS PSYCHIATRIC CENTER,777 SEAVIEW AVE- TANK #1,SOUTH BEACH HOSPITAL TANK #1,STATEN ISLAND,Richmond,,,,
1204348,UNKNOWN RESIDENCE TTF,779 GROTE STREET,,BRONX,Bronx,,,,
904952,NYPD 120TH PCT,78 RICHMOND TERRACE,,STATEN ISLAND,Richmond,,,,
9914408,780 WEST END AVE,780 WEST END AVE,,MANHATTAN,New York,772 West End Avenue,M/1869/7502,,
1800605,NYC SCHOOL,7805 FT HAMILTON PARKWAY,,BROOKLYN,Kings,,,,
9107710,78-15 31ST AVE,78-15 31ST AVE,,JACKSON HEIGHTS,Queens,??,,,
9308101,MOBIL SERVICE STATION HPD,783 10TH AVENUE,,NEW YORK,New York,,,,
9308101,MOBIL SERVICE STATION HPD,783 10TH AVENUE,,NEW YORK,New York,,,,
8902334,CITGO SERVICE STA,784 JAMAICA AVE,,BROOKLYN,Kings,,,,
8902334,CITGO SERVICE STA,784 JAMAICA AVE,,BROOKLYN,Kings,,,,
9805815,FORMER SERVICE STATION -MTBE,79 RALPH AVE,,BROOKLYN,Kings,,,,
9805815,FORMER SERVICE STATION -MTBE,79 RALPH AVE,,BROOKLYN,Kings,,,,
9805815,FORMER SERVICE STATION -MTBE,79 RALPH AVE,,BROOKLYN,Kings,,,,
103430,FORMER GAS STATION,7901 7TH AV,,BROOKLYN,Kings,,,,
1509544,RESIDENCE ; BENJAMIN WOLF,8 FORT CHARLES PLACE,,BRONX,Bronx,,,,
200519,E 13TH ST SUBSTATION TR #13,800 E 13TH ST,,MANHATTAN,New York,,,,
200570,EAST 13 ST SUBSTATION TR # 17,800 EAST 13TH ST,,MANHATTAN,New York,,,,
313775,EAST RIVER GEN STATION,800 EAST 14 ST,,MANHATTAN,New York,,,,
304612,CON ED TUNNEL,800 EAST 14TH ST,,MANHATTAN,New York,,,,
9307222,AMOCO-NYCT,800 ST NICHOLAS AVE,,MANHATTAN,New York,,,,
9307222,AMOCO-NYCT,800 ST NICHOLAS AVE,,MANHATTAN,New York,,,,
1407396,OUTSIDE,800 ZEREGA AVE,,BRONX,Bronx,,,,
1802463,SNOW WHITE CLEANERS,8002 FLATLANDS AVE,,BROOKLYN,Kings,,,,
1610402,GAS STATION,801 BEDFORD AVE,,BROOKLYN,Kings,,,,
1803133,EAST END OF SOUTH STEAM STATION(EAST RIVER,801 E14th St,,Manhattan,New York,,,,
507092,EAST RIVER S/S.  XFMR OIL IN EXCAVATION,801 EAST 14 STREET.  SUBSTATION,,MANHATTAN,New York,,,,
1512097,CON ED,801 EAST 14TH ST, ,MANHATTAN,New York,,,,
1606024,EAST RIVER SUB STATION,801 EAST 14TH ST, ,MANHATTAN,New York,,,,
1800650,EAST RIVER SUB STATION,801 EAST 14TH ST, ,MANHATTAN,New York,,,,
1700784,GENERATING STATION,801 EAST 14TH ST, ,MANHATTAN,New York,,,,
209114,EAST RIVER FACILITY,801 EAST 14TH STREET, ,MANHATTAN,New York,,,,
210673,EAST RIVER GEN STATION,801 EAST 14TH STREET, ,MANHATTAN,New York,,,,
9813186,EAST RIVER GEN STATION,801 EAST 14TH STREET, ,MANHATTAN,New York,,,,
212252,EAST RIVER GENERATING STA,801 EAST 14TH STREET, ,MANHATTAN,New York,,,,
909661,EAST RIVER GENERATING STATION MANHOLE 353,801 EAST 14TH STREET, ,NEW YORK CITY,New York,,,,
109511,EAST RIVER MILL YARD,801 EAST 14TH STREET, ,MANHATTAN,New York,,,,
12159,EAST RIVER STATION,801 EAST 14TH STREET, ,MANHATTAN,New York,,,,
204164,EAST RIVER SUB STATION,801 EAST 14TH STREET, ,MANHATTAN,New York,,,,
5588,EAST RIVER SUBSTATION TR 6E,801 EAST 14TH STREET, ,MANHATTAN,New York,,,,
5587,EAST RIVER SUBSTATION TR 6W,801 EAST 14TH STREET, ,MANHATTAN,New York,,,,
5586,EAST RIVER SUBSTATION TR 7E,801 EAST 14TH STREET, ,MANHATTAN,New York,,,,
9901745,EAST RIVER TANK FARM,801 EAST 14TH STREET, ,MANHATTAN,New York,,,,
606160,NEW YORK AQUARIUM / SURF AVENUE  PLUME TRACKDOWN,801-803 SURF AVE,2986 WEST 8TH ST,BROOKLYN,Kings,,,,
606160,NEW YORK AQUARIUM / SURF AVENUE  PLUME TRACKDOWN,801-803 SURF AVE,2986 WEST 8TH ST,BROOKLYN,Kings,,,,
1108070,OPEN AIR STORAGE YARD,805 EAST 136TH STREET,,BRONX,Bronx,,,,
1309303,ACE SUEDE AND LEATHER,808 EAST 139TH ST,,BRONX,Bronx,,,,
1309303,ACE SUEDE AND LEATHER,808 EAST 139TH ST,,BRONX,Bronx,,,,
1309303,ACE SUEDE AND LEATHER,808 EAST 139TH ST,,BRONX,Bronx,,,,
9214515,FORMER HESS STATION 32STA,810 PENNSYLVANIA AVE,AKA SPEEDWAY,BROOKLYN,Kings,,,,
9214515,FORMER HESS STATION 32STA,810 PENNSYLVANIA AVE,AKA SPEEDWAY,BROOKLYN,Kings,,,,
9214515,FORMER HESS STATION 32STA,810 PENNSYLVANIA AVE,AKA SPEEDWAY,BROOKLYN,Kings,,,,
8708008,EXXONMOBIL,8101 3RD AVENUE,,BROOKLYN,Kings,,,,
9602490,ST JOHN UNIVERSITY,81-50 UTOPIA AVE,,QUEENS,Queens,,,,
9411327,RIIS HOUSES -NYCHA,819 FDR DRIVE,,MANHATTAN,New York,,,,
1605900,SIDEWALK- IN FRONT OF VERIZON BUILDING,82 KING STREET,,NEW YORK,New York,,,,
1012119,MRS ANN LEE,82 MULBERRY STREET,,MANHATTAN,New York,,,,
1609215,CAROL GARDENS,820 THIERIOT AVE,,BRONX,Bronx,,,,
1004346,GETTY GAS 58015,8202/7TH AVE,,BROOKLIN,Kings,,,,
407523,CONTI RESIDENCE,8213 166 TH STREET, ,"JAMAICA, QUEENS",Queens,,,,
1000067,APT BLDG,82-15 QUEENS BLVD,,QUEENS,Queens,,,,
1305487,PETROLEUM CONTAMINATION IN SOIL,822 4TH AVE,,BROOKLYN,Kings,,,,
811353,RESIDENCE,82-24 242ND ST,,QUEENS,Queens,,,,
1710091,550 CLINTON PROPERTY CORP,825 ATLANTIC AVE,,BROOKLYN,Kings,809 Atlantic Avenue,K/2010/59,,
1800726,RESIDENTIAL,83 POST AVE,,MANHATTAN,New York,,,,
1505292,540 WEST 21 HOLDINGS / ART GALLERY,540 WEST 21ST ST,,NEW YORK,New York,,,,
8904151,161-15 46TH AVE/SUNOCO,161-15 46TH AVENUE,,NEW YORK CITY,Queens,,,,
8706272,2052 VICTORY BLVD./SUNOCO,2052 VICTORY BLVD,,STATEN ISLAND,Richmond,,,,
1408617,COMMERCIAL WAREHOUSE,834 LEXINGTON AVE,,BROOKLYN,Kings,,,,
1801475,DRUM RUN,841 WILLIAMS AVE,AKA 33 STANLEY AVE,BROOKLYN,Kings,,,,
9406838,WOLF - AMOCO GAS STATION,842 5TH AVE/36TH ST,,BROOKLYN,Kings,,,,
9406838,WOLF - AMOCO GAS STATION,842 5TH AVE/36TH ST,,BROOKLYN,Kings,,,,
1800779,COMMERCIAL,8424 DITMAS BLVD,,BROOKLYN,Kings,,,,
1501702,CONSTRUCTION SITE/ FORMER GAS STATION,846 FULTON ST,,BROOKLYN,Kings,,,,
1409125,SIENNA HOUSE RECTORY,85 WEST 168TH,,BRONX,Bronx,,,,
1802090,59 ST SUBSTATION,850 12TH AVE,,NY,New York,840 12 Avenue ,M/1106/1,,
1210302,59TH ST GENERATING STATION,850 12TH AVE,,NEW YORK,New York,840 12 Avenue ,M/1106/1,,
1210302,59TH ST GENERATING STATION,850 12TH AVE,,NEW YORK,New York,840 12 Avenue ,M/1106/1,,
1206754,59TH ST GENRATOR SITE,850 12TH AVE,,MANHATTAN,New York,840 12 Avenue ,M/1106/1,,
903483,CONSOLIDATED PAPER,850 EAST 140TH STREET,850 E 140 ST,BRONX,Bronx,,,,
201915,BRONX EAST 09/10  DOS -DDC,850 ZEREGA AVENUE,,BRONX,Bronx,,,,
201915,BRONX EAST 09/10  DOS -DDC,850 ZEREGA AVENUE,,BRONX,Bronx,,,,
8809277,BRONX EAST 09/10  DOS -DDC,850 ZEREGA AVENUE,,BRONX,Bronx,,,,
9310810,TRIBORO COACH BUS,85-01 24TH AVENUE,,JACKSON HEIGHTS,Queens,,,,
9507030,85-05 ASTORIA BLVD -MTBE,85-05 ASTORIA BLVD,,JACKSON HEIGHTS,Queens,85-00 24 Avenue,Q/1097/1,,
9507030,85-05 ASTORIA BLVD -MTBE,85-05 ASTORIA BLVD,,JACKSON HEIGHTS,Queens,85-00 24 Avenue,Q/1097/1,,
9507030,85-05 ASTORIA BLVD -MTBE,85-05 ASTORIA BLVD,,JACKSON HEIGHTS,Queens,85-00 24 Avenue,Q/1097/1,,
1711658,PHASE II - BP GAS STATION,852 CONEY ISLAND AVE,,BROOKLYN,Kings,,,,
1010795,APT BUILDING,853 LAFAYETTE AVE,,BROOKLYN,Kings,,,,
1605871,COMMERCIAL PROPERTY- PHASE II,857-859 CONCOURSE VILLAGE WEST,,BRONX,Bronx,,,,
1214614,BERNE RESIDENCE,860 EAST 15TH ST,,BROOKLYN,Kings,,,,
1710382,COMMERCIAL,861 PUGSLEY AVE,,BRONX,Bronx,,,,
1000900,JOSHUA'S CAR WASH LLC,8610 FLATLANDS AVE,FORMER GAS STATION,BROOKLYN,Kings,,,,
1405294,GROUND,862 EAST 139TH STREET,,BRONX,Kings,,,,
1310768,IMMACULATE CONCEPTION CHURCH,86-45 178TH STREET,AKA   86-45 EDGERTON,QUEENS,Queens,,,,
9502313,86 STREET TRANSVERSE DPR -DDC,86TH STREET & TRANSVERSE ROAD,,MANHATTAN,New York,,,,
613234,CENTRAL PARK POLICE,86TH STREET & TRANSVERSE ROAD,,NEW YORK,New York,,,,
1803103,PAVEMENT  SOIL,87 NEW LANE,,ST ISLAND,Richmond,,,,
413071,PRIETO GAS STATION,871 MELROSE AVE.,,BRONX,Bronx,,,,
9211716,MOBIL S/S #17-HEX,87-10 NORTHERN BOULEVARD,,JACKSON HEIGHTS,Queens,,,,
9211716,MOBIL S/S #17-HEX,87-10 NORTHERN BOULEVARD,,JACKSON HEIGHTS,Queens,,,,
1401638,SIDE WALK AREA,87-20 QUEENS BLVD,,QUEENS,Queens,,,,
9809127,PETROL GAS STATION-CLOSED -MTBE,87-36 LEFFERTS BLVD,,RICHMOND HILL,Queens,,,,
9809127,PETROL GAS STATION-CLOSED -MTBE,87-36 LEFFERTS BLVD,,RICHMOND HILL,Queens,,,,
9809127,PETROL GAS STATION-CLOSED -MTBE,87-36 LEFFERTS BLVD,,RICHMOND HILL,Queens,,,,
1710917,RESIDENCE OF ELDERLY PARENTS,88 BAY 46TH ST,,BROOKLYN,Kings,,,,
1802820,CONTAINMENT AREA,88 TOWN ROAD,,STATEN ISLAND,Richmond,,,,
1311545,HELLGATE STATION,880 EAST 134 ST,,BRONX,Bronx,,,,
1601926,HELLGATE SUBSTATION FEEDER LEAK,880 EAST 134 ST,,BRONX,Bronx,,,,
111041,BRUCKNER SUBSTATION TR #4,880 EAST 134TH ST,,BRONX,Bronx,,,,
1706137,HELLGATE NORTH SUBSTATION,880 EAST 134TH ST,,BRONX,Bronx,,,,
1706136,SUB STATION,880 EAST 134TH STREET,,BRONX,Bronx,,,,
1207012,SCO FAMILY OF SERVICES,88-55 161ST,,JAMAICA,Queens,,,,
1300558,C AND L SALES CORP,885-895 SHEPHERD AVE,CONTAMINATED SOIL TESTS,BROOKLYN,Kings,,,,
804168,EMPTY LOT,888-908 LIBERTY AVE,SUSPECT SITES: 895-909 & 911-921 LIBERTY,BROOKLYN,Kings,,,,
1610415,FARRAGUT SUBSTATION,889 JONAS ST,,BROOKLYN,Kings,,,,
1702073,JACKIE ROB REC CENTER,89 BRADHURST AVE,,NY,New York,,,,
600573,NYC PARKS,89 BRADHURST AVE/146TH ST,,NEW YORK,New York,,,,
1604895,FARRAGUT SUB STATION,89 JOHN ST,,BROOKLYN,Kings,,,,
1708052,FARRAGUT SUBSTATION (COOLING UNIT),89 JOHN ST,,BROOKLYN,Kings,,,,
1610619,FARRAGUT SUBSTATION,89 JOHN ST,,BROOKLYN,Kings,,,,
1710216,FARRAGUT SUBSTATION,89 JOHN ST,,BROOKLYN,Kings,,,,
1800062,"FARRAGUT SUBSTATION,  TRANSF #2",89 JOHN ST,,BROOKLYN,Kings,,,,
1800061,FARRAGUT SUBSTATION/ PAR #11,89 JOHN ST,,BROOKLYN,Kings,,,,
1711665,FARRAGUTT SUBSTATION,89 JOHN ST,,BROOKLYN,Kings,,,,
1802440,ON SITE,89 JOHN ST,,BROOKLYN,Kings,,,,
1802440,ON SITE,89 JOHN ST,,BROOKLYN,Kings,,,,
1711093,PAD 5,89 JOHN ST,,BROOKLYN,Kings,,,,
1710732,PAR 11,89 JOHN ST,,BROOKLYN,Kings,,,,
1708831,SUB STATION FARRAGUT,89 JOHN ST,,BROOKLYN,Kings,,,,
1704141,FARRAGUT SUB STATTION,89 JOHN STREET,,BROOKLYN,Kings,,,,
1701182,FARRAGUT SUB STATTION,89 JOHN STREET,,BROOKLYN,Kings,,,,
1701182,FARRAGUT SUB STATTION,89 JOHN STREET,,BROOKLYN,Kings,,,,
1107697,FARRAGUT SUB-STATION,89 JOHN STREET,,BROOKLYN,Kings,,,,
205006,FARRAGUT SUBSTATION,89 JOHN STREET,,BROOKLYN,Kings,,,,
1602135,FARRAGUT SUBSTATION,89 JOHN STREET,,BROOKLYN,Kings,,,,
1607981,FARRAGUT SUBSTATION,89 JOHN STREET,,BROOKLYN,Kings,,,,
200346,FARRAGUT SUBSTATION,89 JOHN STREET,,BROOKLYN,Kings,,,,
801815,FARRAGUT S/S.    COOLING PLANT # 46,89 JOHN STREET.     SUBSTATION,,QUEENS,Queens,,,,
1708269,IN FACILITY/REACTOR 12,89 JOHNS ST,,BROOKLYN,Kings,,,,
802400,FARRAGUT S/S.    CP 45 - ONE PINT,89 JOHNS STREET.     SUBSTATION,,BROOKLYN,Kings,,,,
1710991,COMMERCIAL,89 NEW LN,,STATEN ISLAND,Richmond,,,,
30032,FORMER GASETERIA STATION,89-30 COOPER AVENUE,,GLENDALE,Queens,,,,
1802955,LA MORENA BEAUTY SALON CORP,899 E 169TH ST,,BRONX,Bronx,,,,
1802907,UNITED RENTALS,8TH AVE AND 39TH ST,,MANHATTAN,New York,,,,
805460,FORMER GAS STATION,900 HYLAN BLVD,,STATEN ISLAND,Richmond,,,,
708139,SHELL STATION,9001 4TH AVE,,BROOKLYN,Kings,,,,
708139,SHELL STATION,9001 4TH AVE,,BROOKLYN,Kings,,,,
708139,SHELL STATION,9001 4TH AVE,,BROOKLYN,Kings,,,,
708139,SHELL STATION,9001 4TH AVE,,BROOKLYN,Kings,,,,
708139,SHELL STATION,9001 4TH AVE,,BROOKLYN,Kings,,,,
708139,SHELL STATION,9001 4TH AVE,,BROOKLYN,Kings,,,,
1504881,WELLS,90-02 QUEENS BLVD,,FLUSHING,Queens,,,,
604773,MANHATTAN CABINETRY,9-03 THRU 9-21 44TH ROAD,,LONG ISLAND CITY,Queens,,,,
9900995,BURKE AVENUE BCP SITE,904-910 BURKE AVE,,BRONX,Bronx,,,,
9803529,CITGO GASOLINE -MTBE,90-71 PITKIN AVE,,OZONE PARK,Queens,,,,
1307048,FORMER KFC,90-94 AND 4TH AVE,,BROOKLYN,Kings,,,,
1008706,FIEDLER COMPANY INC.,91 BRUCHNER BLVD,,BRONX,Bronx,,,,
1608767,BLUE STONE,910 EAST 132ND STREET, ,BRONX,Bronx,,,,
1112925,1066 ZEREGA AVENUE,1066 ZEREGA AVENUE,BRONX,,Bronx,,,,
1609038,ABANDONED  RESIDENCE,912 POST AVE,IMPACTED SITE: 910 POST AVE,STATEN ISLAND,Richmond,,,,
9709883,NEISI RESIDENCE,92 NORDEN ST,,STATEN ISLAND,Richmond,,,,
9502503,CFI - GAS STATION,920 RICHMOND AVE,1806-1810 FOREST AVE,STATEN ISLAND,Richmond,,,,
1306377,RESIDENCE,920 WINCHESTER BLVD,,QUEENS VILLAGE,Queens,,,,
9308197,TOMPKINS HOUSES -NYCHA,921 MYRTLE AVENUE,,NEW YORK CITY,Kings,,,,
1113022,UNDERGROUND TANK,921/925 EAST 149TH,,BRONX,Bronx,,,,
1701378,RESIDENCE,9242 212 PLACE,,QUEENS,Queens,,,,
230035,GASETERIA,925 HUNTS POINT AVENUE,,BRONX,Bronx,,,,
1410746,BASEMENT,925 UNION ST,,BROOKLYN,Kings,,,,
412612,FORMER GAS SATION,929-933 REMSEN AVE,,BROOKLYN,Kings,,,,
1801822,305 EAST 40TH ST,305 EAST 40TH ST,,,New York,,,,
713596,SHELL GAS STATION,93-02 ATLANTIC AVENUE,9302 ATLANTIC AVE,OZONE PARK,Queens,,,,
1705682,RESIDENCE,9307 241 ST,,BELLEROSE,Queens,,,,
1604704,PHASE II,931 BRUCKNER BLVD,VACANT WAREHOUSE,BRONX,Bronx,,,,
800256,PRIVATE HOME,933 HAVEMEYER  AVE,,BRONX,Bronx,,,,
1803355,BASEMENT,940 GRAND CONCOURSE,,BRONX,Bronx,,,,
1706479,YORK COLLEGE,94-20 GUY R BREWER BLVD,,JAMACA,Queens,,,,
9210128,APARTMENT BUILDING,945 UNDERHILL AVE,,BRONX,Bronx,,,,
1311593,UNDER GROUND,946-954 FLUSHING AVE,,BROOKLYN,Kings,,,,
9913037,NATIONAL CAR RENTAL INC,95-10 DITMARS BLVD,,EAST ELMHURST,Queens,,,,
1510687,VACANT GAS STATION,96-10 CORONA AVE,,QUEENS,Queens,,,,
9814580,WASH AND DRY LAUNDRYMAT,9611 CHURCH AVE,,BROOKLYN,Kings,,,,
9808680,GETTY S/S #58053 - GETTY PROPERTIES,9616 FLATLANDS AVE, ,BROOKLYN,Kings,,,,
902519,EXXONMOBIL,96-27 QUEENS BLVD,,REGO PARK,Queens,,,,
9405680,FORMER HESS STATION 32509,97-11 NORTHERN BLVD,AKA SPEEDWAY 7814,CORONA,Queens,,,,
708451,SUNOCO,972 REMSEN AVENUE,,BROOKLYN,Kings,,,,
9811237,COCA COLA BOTTLING,977 EAST 149TH ST,,BRONX,Bronx,,,,
1406201,SOIL AND GROUNDWATER,98 THIRD AVE,,BROOKLYN,Kings,,,,
9805586,BP AMOCO STATION #12855,98-02 NORTHERN BLVD,,CORONA,Queens,,,,
9805586,BP AMOCO STATION #12855,98-02 NORTHERN BLVD,,CORONA,Queens,,,,
1400329,CORONA SUB STATION,98-40 CHRISTIE AVE,,QUEENS,Queens,,,,
1802847,CON ED SUBSTATION,99 27TH ST,,BROOKLYN,Kings,,,,
1705953,CONCRETE,99 27TH ST,,BROOKLYN,Kings,,,,
1710870,SUBSTATION TRANSFORMER,99 27TH ST,,BROOKLYN,Kings,,,,
1105210,APARTMENT BUILDING,995 ALDUS ST,,BRONX,Bronx,,,,
1710169,CON ED ASTOR STATION,ASTOR 700 11TH AVE,,MANHATTAN,New York,,,,
1802383,MANHOLE 10583,ASTORIA BLVD AND 88TH ST,,QUEENS,Queens,,,,
9103705,ASTORIA GENERATING STATION,ASTORIA GENERATING STATION,,ASTORIA,Queens,,,,
9512501,FEEDER 28243M,ASTORIA W TO QBRIDGE S/S,,QUEENS,Queens,,,,
201442,EAST 13TH STREET+AVE D,AT THE INTERSECTION,,MANHATTAN,New York,,,,
108877,MANHOLE #56191,AVE C & 16TH ST,,MANHATTAN,New York,,,,
108876,MANHOLE #56192,AVE C & EAST 16TH ST,,MANHATTAN,New York,,,,
1511895,CON ED APPENDIX B SITE,AVE C BTWN 13TH AND 14TH ST,,MANHATTAN,New York,,,,
1708511,MANHOLE,AVE C EAST 13TH/EAST 14TH,,MANHATTEN,New York,,,,
9513793,AVE C/14TH & 15TH ST,AVE C/14TH & 15TH ST,,MANHATTAN,New York,,,,
1800558,CON ED STRUCTURE (MANHOLE 58304),AVENUE U AND HENDRICKSON,,BROOKLYN,Kings,,,,
9703471,FEEDER 38M11,BARCLAY & PARK ROW,,BROOKLYN,Kings,,,,
1803062,EXCAVATION SITE,BEACH 54 ST/ARVERNA,,FAR ROCK-A-WAY,Queens,,,,
4147,"MTA, BEDFORD & CONCOURSE",BEDFORD PK & CONCOURSE,,BRONX,Bronx,,,,
9307586,FDR DR  15 ST & 16TH ST,BET 15TH ST & 16TH STREET,,MANHATTAN,New York,,,,
1802959,WEST 36TH ST,BETWEEN 5 & 6TH AVE,,MANHATTAN,New York,,,,
1802922,38M05 FEEDER LEAK,BETWEEN VERNON SUB STATION AND THE ED KOCH BRIDGE,,NEW YORK CITY,Queens,,,,
207599,VACANT LOT,BLOCK 15950 LOT 29,,QUEENS,Queens,,,,
1707874,EXCAVATION SITE,BOSTON ROAD/WARING STREET,,BRONX,Bronx,,,,
602667,MANHOLE #442,BROADWAY & LAKEVIEW PLACE,,BRONX,Bronx,,,,
9810397,FEEDER M51,BROADWAY / 120TH ST,,MANHATTAN,New York,,,,
9911908,FEEDER M52,BROADWAY / W119TH ST,,MANHATTAN,New York,,,,
1202734,VAN COURTLAND STADIUM PARK TTF,BROADWAY AND VAN COURTLAND SOUTH,,BRONX,Bronx,,,,
1708528,SOIL,BROADWAY AND W 139TH STREET,,MANHATTAN,New York,,,,
8303209,BROADWAY/W. 131ST ST,BROADWAY N/O W. 131ST ST,,MANHATTAN,New York,,,,
9510768,FEEDER M52 - MH 61736,BROADWAY N/O W.144TH STREET,,NEW YORK,New York,,,,
8102002,BROADWAY/W. 132ND ST,BROADWAY S/O W. 132ND ST,,MANHATTAN,New York,,,,
1705349,SOIL,BROADWAY WEST 137 AND 138,,MANHATTAN,New York,,,,
1404448,BCP SITE,BROOK AVE,,BRONX,Bronx,,,,
1502270,CON EDISON CONTAMINATION IN EXCAVATION,BROWNSVILLE SUBSTATION,247 WILLIAMS AVENUE,BROOKLYN,Kings,,,,
1802035,PARKING LOT NEAR LARGUARDIA CUNY,BTWN 29TH ST AND 47TH AVE BEHING LAGUARDIA CC,,QUEENS,Queens,,,,
1802906,CON ED FEEDERS,BTWN 49TH SUB STATION & SPRING BROOK YONKERS,,MANHATTAN,New York,,,,
1406612,LAGUARDIA AIRPORT,BUILDING 45,,FLUSHING,Queens,,,,
1802410,TANK TEST FAILURE,BUILDING 84 LA GUARDIA AIRPORT,,FLUSHING,Queens,,,,
1802549,BETWEEN GUNHILL AND FISH,BURKE AVE,,BRONX,Bronx,,,,
1802095,CON ED,CASTELTON AVE AND HUNTER ST,,NEW YORK,New York,,,,
8810165,CATHEDRAL PL & BRIDGE ST,CATHEDRAL PL & BRIDGE ST,,BROOKLYN,Kings,,,,
1411046,AT INTERSECTION MANHOLE 28997,CEDRICK AVE AND VAN CORTLAND,,BRONX,Bronx,,,,
1802763,RITE OF WAY,CHRISTIE AVE AND 97 ST,,QUEENS,Queens,,,,
1509986,VAULT # TM1716,COLES LANE & POE PL,,BRONX,Bronx,,,,
1802671,DRUM RUN,"COLLEGE POINT BLVD, WHITES EXPRESS OVERPASS",,QUEENS,Queens,,,,
1602522,CON EDISON FEEDER LEAK 38R52,CON EDISON FRESH KILLS SUBSTATION,,STATEN ISLAND,Richmond,,,,
1102310,CON EDISON VAULT 5624 GOVERNORS ISLAND,CON EDISON VAULT 5624,GOVENORS ISLAND,BROOKLYN,Kings,,,,
1500503,MANHOLE 5,CONCORD ST AND NAVY ST,,BROOKLYN,Kings,,,,
1705637,CONSTRUCTION SITE,CORNER OF 37 AND COLLEGE POINT BLVD,,QUEENS,Queens,,,,
1704821,CONSTRUCTION SITE,DARRICK AVE @ CHERRY ST,,BROOKLYN,Kings,,,,
1802710,G09 HILLSIDE,DOUGLAS AVE EAST 170TH ST,,HOLLIS,Queens,,,,
9930008,DRUM RUN PIN,DRUMS  VARIOUS LOCATIONS,,NEW YORK CITY (5 BOROS),New York,,,,
1410566,NYC PARKS,DYCKMAN AND PAYSON,,NEW YORK,New York,,,,
9013333,E 13TH ST & FDR DR,E 13TH ST & FDR DR,,MANHATTAN,New York,,,,
204136,CON ED SUBSTATION,E 14TH ST & AVE C,,MANHATTAN,New York,,,,
204136,CON ED SUBSTATION,E 14TH ST & AVE C,,MANHATTAN,New York,,,,
1606513,SOIL,E 14TH ST BTWN 4TH AVE AND IRVING PL,,MANHATTAN,New York,,,,
1709983,CON ED,E 16TH AND AVE C,,MANHATTAN,New York,,,,
9905125,E 16TH ST PURS Q35L&M,E 16TH ST & AVE C,,MANHATTAN,New York,,,,
408696,MANHOLE # 56192,E 16TH ST / AVE C, ,MANHATTAN,New York,,,,
8708563,E 25TH ST / FDR DRIVE,E 25TH ST / FDR DRIVE,,NEW YORK CITY,New York,,,,
305612,FEEDER 69M41,E. 14TH ST / AVE. D,,MANHATTAN,New York,,,,
9410550,E. 23RD ST & FDR DR.,E. 23RD ST / FDR DR.,,MANHATTAN,New York,,,,
